,prediction
171,4.2918275426678445
172,4.2918275426678445
173,4.100204650967117
174,3.84821594671488
175,3.817079179962617
176,4.13255923460514
177,3.84821594671488
178,4.392307834770435
179,4.13255923460514
180,4.2918275426678445
181,4.0189771199650135
182,4.305292435691078
183,3.84821594671488
184,4.100204650967117
185,4.100204650967117
186,3.817079179962617
187,3.84821594671488
188,3.750670920360028
189,4.13255923460514
190,4.13255923460514
191,4.027452130170718
192,4.2918275426678445
193,4.100204650967117
194,4.100204650967117
195,4.13255923460514
196,3.84821594671488
197,3.84821594671488
198,4.0189771199650135
199,3.5781627582473035
200,4.13255923460514
201,4.392307834770435
202,4.027452130170718
203,4.0189771199650135
204,4.027452130170718
205,4.13255923460514
206,3.750670920360028
207,4.305292435691078
208,4.13255923460514
209,3.9382062268016624
210,3.817079179962617
211,4.0189771199650135
212,4.13255923460514
213,4.100204650967117
214,4.100204650967117
215,3.817079179962617
216,4.100204650967117
217,3.84821594671488
218,3.84821594671488
219,3.817079179962617
220,4.2918275426678445
221,3.750670920360028
222,4.13255923460514
223,3.5781627582473035
224,4.027452130170718
225,3.817079179962617
226,3.817079179962617
227,3.5781627582473035
228,4.392307834770435
229,3.817079179962617
230,3.5781627582473035
231,4.100204650967117
232,4.100204650967117
233,4.13255923460514
234,4.0189771199650135
235,3.9382062268016624
236,4.392307834770435
237,4.305292435691078
238,3.9382062268016624
239,3.817079179962617
240,3.750670920360028
241,4.0189771199650135
242,4.100204650967117
243,4.0189771199650135
244,4.0189771199650135
245,3.5781627582473035
246,3.84821594671488
247,3.5781627582473035
248,3.84821594671488
249,4.13255923460514
250,3.817079179962617
251,4.100204650967117
252,3.5781627582473035
253,3.5781627582473035
254,3.84821594671488
255,3.750670920360028
256,4.100204650967117
257,4.392307834770435
258,3.84821594671488
259,4.100204650967117
260,3.817079179962617
261,3.817079179962617
262,3.817079179962617
263,3.9382062268016624
264,3.817079179962617
265,3.817079179962617
266,3.817079179962617
267,3.750670920360028
268,4.2918275426678445
269,3.84821594671488
270,4.392307834770435
271,3.9382062268016624
272,3.9382062268016624
273,4.13255923460514
274,4.392307834770435
275,4.2918275426678445
276,4.13255923460514
277,4.392307834770435
278,3.84821594671488
279,4.0189771199650135
280,3.750670920360028
281,3.5781627582473035
282,4.13255923460514
283,4.13255923460514
284,4.2918275426678445
285,3.817079179962617
286,4.0189771199650135
287,3.5781627582473035
288,3.84821594671488
289,4.13255923460514
290,4.0189771199650135
291,3.817079179962617
292,3.84821594671488
293,4.13255923460514
294,3.5781627582473035
295,4.392307834770435
296,3.84821594671488
297,3.84821594671488
298,3.817079179962617
299,3.84821594671488
300,4.027452130170718
301,3.817079179962617
302,3.817079179962617
303,4.0189771199650135
304,3.750670920360028
305,3.750670920360028
306,3.84821594671488
307,3.9382062268016624
308,4.027452130170718
309,3.84821594671488
310,4.13255923460514
311,3.817079179962617
312,3.9382062268016624
313,4.0189771199650135
314,3.5781627582473035
315,3.9382062268016624
316,4.13255923460514
317,4.027452130170718
318,3.84821594671488
319,4.100204650967117
320,4.305292435691078
321,4.2918275426678445
322,4.13255923460514
323,4.305292435691078
324,4.2918275426678445
325,4.13255923460514
326,4.0189771199650135
327,4.13255923460514
328,4.392307834770435
329,3.817079179962617
330,4.0189771199650135
331,3.84821594671488
332,3.84821594671488
333,3.817079179962617
334,4.392307834770435
335,3.9382062268016624
336,4.392307834770435
337,4.392307834770435
338,4.100204650967117
339,4.0189771199650135
340,4.305292435691078
341,3.84821594671488
342,3.817079179962617
343,4.100204650967117
344,4.100204650967117
345,3.84821594671488
346,4.027452130170718
347,4.13255923460514
348,3.5781627582473035
349,4.2918275426678445
350,4.0189771199650135
351,3.817079179962617
352,3.750670920360028
353,4.100204650967117
354,4.0189771199650135
355,3.84821594671488
356,4.13255923460514
357,4.2918275426678445
358,4.2918275426678445
359,3.817079179962617
360,4.2918275426678445
361,3.9382062268016624
362,3.84821594671488
363,3.5781627582473035
364,4.100204650967117
365,3.84821594671488
366,4.027452130170718
367,4.100204650967117
368,4.0189771199650135
369,4.2918275426678445
370,3.84821594671488
371,3.84821594671488
372,3.817079179962617
373,3.84821594671488
374,4.2918275426678445
375,3.84821594671488
376,4.0189771199650135
377,4.2918275426678445
378,3.9382062268016624
379,4.0189771199650135
380,4.2918275426678445
381,3.9382062268016624
382,4.0189771199650135
383,4.392307834770435
384,3.84821594671488
385,4.2918275426678445
386,4.027452130170718
387,4.13255923460514
388,3.5781627582473035
389,4.13255923460514
390,3.84821594671488
391,3.84821594671488
392,4.100204650967117
393,4.027452130170718
394,4.100204650967117
395,4.2918275426678445
396,4.100204650967117
397,4.13255923460514
398,3.817079179962617
399,3.84821594671488
400,4.305292435691078
401,4.2918275426678445
402,3.750670920360028
403,4.305292435691078
404,4.13255923460514
405,3.817079179962617
406,3.750670920360028
407,4.2918275426678445
408,4.100204650967117
409,4.2918275426678445
410,4.0189771199650135
411,3.5781627582473035
412,3.5781627582473035
413,3.5781627582473035
414,3.5781627582473035
415,3.5781627582473035
416,3.5781627582473035
417,4.2918275426678445
418,4.305292435691078
419,3.9382062268016624
420,3.9382062268016624
421,4.2918275426678445
422,4.392307834770435
423,4.392307834770435
424,4.305292435691078
425,4.0189771199650135
426,4.392307834770435
427,4.2918275426678445
428,4.0189771199650135
429,3.817079179962617
430,4.027452130170718
431,3.84821594671488
432,4.100204650967117
433,4.2918275426678445
434,4.2918275426678445
435,3.817079179962617
436,3.817079179962617
437,4.2918275426678445
438,4.2918275426678445
439,4.305292435691078
440,3.84821594671488
441,4.2918275426678445
442,4.0189771199650135
443,3.9382062268016624
444,4.100204650967117
445,4.392307834770435
446,3.9382062268016624
447,4.2918275426678445
448,4.305292435691078
449,3.817079179962617
450,4.0189771199650135
451,4.2918275426678445
452,3.84821594671488
453,4.13255923460514
454,4.027452130170718
455,3.9382062268016624
456,4.13255923460514
457,3.817079179962617
458,4.100204650967117
459,3.817079179962617
460,4.13255923460514
461,3.9382062268016624
462,4.305292435691078
463,4.13255923460514
464,3.817079179962617
465,3.817079179962617
466,3.84821594671488
467,3.84821594671488
468,3.84821594671488
469,3.750670920360028
470,4.2918275426678445
471,4.305292435691078
472,4.2918275426678445
473,3.84821594671488
474,4.100204650967117
475,4.392307834770435
476,3.750670920360028
477,4.0189771199650135
478,4.305292435691078
479,3.817079179962617
480,3.750670920360028
481,3.84821594671488
482,4.027452130170718
483,3.5781627582473035
484,4.0189771199650135
485,4.100204650967117
486,4.13255923460514
487,3.5781627582473035
488,3.9382062268016624
489,4.027452130170718
490,4.100204650967117
491,3.817079179962617
492,4.2918275426678445
493,3.9382062268016624
494,3.84821594671488
495,3.9382062268016624
496,4.305292435691078
497,3.750670920360028
498,3.817079179962617
499,3.750670920360028
500,4.0189771199650135
501,3.84821594671488
502,4.392307834770435
503,3.84821594671488
504,4.0189771199650135
505,3.817079179962617
506,3.84821594671488
507,4.100204650967117
508,4.100204650967117
509,4.13255923460514
510,3.5781627582473035
511,3.5781627582473035
512,3.750670920360028
513,3.5781627582473035
514,4.13255923460514
515,3.5781627582473035
516,3.750670920360028
517,4.027452130170718
518,3.750670920360028
519,4.0189771199650135
520,4.2918275426678445
521,4.0189771199650135
522,4.2918275426678445
523,4.2918275426678445
524,4.100204650967117
525,3.750670920360028
526,3.750670920360028
527,4.100204650967117
528,3.750670920360028
529,4.100204650967117
530,4.100204650967117
531,3.750670920360028
532,3.84821594671488
533,4.100204650967117
534,4.2918275426678445
535,4.100204650967117
536,4.100204650967117
537,4.2918275426678445
538,4.100204650967117
539,4.100204650967117
540,3.9382062268016624
541,4.100204650967117
542,4.0189771199650135
543,3.84821594671488
544,4.13255923460514
545,3.5781627582473035
546,3.84821594671488
547,4.392307834770435
548,4.2918275426678445
549,4.027452130170718
550,4.13255923460514
551,4.2918275426678445
552,4.100204650967117
553,3.817079179962617
554,4.027452130170718
555,3.84821594671488
556,4.0189771199650135
557,3.84821594671488
558,4.305292435691078
559,4.13255923460514
560,4.13255923460514
561,4.392307834770435
562,3.750670920360028
563,3.84821594671488
564,3.750670920360028
565,4.100204650967117
566,4.392307834770435
567,3.750670920360028
568,4.0189771199650135
569,3.750670920360028
570,3.9382062268016624
571,4.2918275426678445
572,4.13255923460514
573,4.13255923460514
574,4.13255923460514
575,3.817079179962617
576,4.13255923460514
577,3.9382062268016624
578,3.817079179962617
579,3.817079179962617
580,4.13255923460514
581,4.392307834770435
582,4.100204650967117
583,4.13255923460514
584,4.100204650967117
585,4.13255923460514
586,4.13255923460514
587,3.750670920360028
588,3.817079179962617
589,3.9382062268016624
590,4.2918275426678445
591,4.13255923460514
592,3.817079179962617
593,3.817079179962617
594,4.027452130170718
595,4.305292435691078
596,4.100204650967117
597,4.305292435691078
598,3.84821594671488
599,4.0189771199650135
600,4.100204650967117
601,3.9382062268016624
602,4.13255923460514
603,3.5781627582473035
604,4.0189771199650135
605,4.0189771199650135
606,4.392307834770435
607,3.5781627582473035
608,4.027452130170718
609,4.0189771199650135
610,3.817079179962617
611,3.817079179962617
612,3.84821594671488
613,4.0189771199650135
614,4.13255923460514
615,3.750670920360028
616,3.84821594671488
617,3.817079179962617
618,4.100204650967117
619,4.2918275426678445
620,3.817079179962617
621,4.392307834770435
622,4.027452130170718
623,3.750670920360028
624,4.027452130170718
625,3.817079179962617
626,3.5781627582473035
627,3.750670920360028
628,4.2918275426678445
629,4.2918275426678445
630,4.2918275426678445
631,4.2918275426678445
632,3.84821594671488
633,3.817079179962617
634,4.027452130170718
635,4.392307834770435
636,4.0189771199650135
637,3.84821594671488
638,3.9382062268016624
639,3.817079179962617
640,3.817079179962617
641,3.817079179962617
642,3.84821594671488
643,3.84821594671488
644,4.100204650967117
645,4.305292435691078
646,3.817079179962617
647,3.84821594671488
648,4.13255923460514
649,3.5781627582473035
650,3.817079179962617
651,3.817079179962617
652,3.750670920360028
653,3.84821594671488
654,3.817079179962617
655,4.13255923460514
656,3.817079179962617
657,3.84821594671488
658,3.750670920360028
659,3.817079179962617
660,4.100204650967117
661,4.392307834770435
662,4.100204650967117
663,4.13255923460514
664,3.750670920360028
665,4.305292435691078
666,4.0189771199650135
667,3.84821594671488
668,4.100204650967117
669,4.2918275426678445
670,3.817079179962617
671,3.817079179962617
672,4.027452130170718
673,4.0189771199650135
674,3.817079179962617
675,4.100204650967117
676,3.817079179962617
677,4.392307834770435
678,3.84821594671488
679,4.13255923460514
680,3.84821594671488
681,4.2918275426678445
682,3.817079179962617
683,4.305292435691078
684,4.2918275426678445
685,4.027452130170718
686,4.305292435691078
687,4.305292435691078
688,4.2918275426678445
689,4.13255923460514
690,3.817079179962617
691,4.13255923460514
692,3.817079179962617
693,4.0189771199650135
694,3.817079179962617
695,4.027452130170718
696,4.2918275426678445
697,3.817079179962617
698,4.305292435691078
699,4.392307834770435
700,4.2918275426678445
701,3.817079179962617
702,3.84821594671488
703,4.2918275426678445
704,4.100204650967117
705,3.5781627582473035
706,4.392307834770435
707,4.13255923460514
708,3.750670920360028
709,4.100204650967117
710,4.2918275426678445
711,3.5781627582473035
712,3.84821594671488
713,4.392307834770435
714,4.100204650967117
715,4.0189771199650135
716,3.750670920360028
717,4.2918275426678445
718,4.13255923460514
719,4.0189771199650135
720,4.0189771199650135
721,4.13255923460514
722,4.392307834770435
723,3.84821594671488
724,4.13255923460514
725,3.5781627582473035
726,4.0189771199650135
727,4.027452130170718
728,4.100204650967117
729,4.2918275426678445
730,3.817079179962617
731,4.13255923460514
732,4.100204650967117
733,3.84821594671488
734,3.9382062268016624
735,4.100204650967117
736,4.100204650967117
737,4.2918275426678445
738,4.392307834770435
739,4.027452130170718
740,4.2918275426678445
741,4.0189771199650135
742,4.027452130170718
743,4.392307834770435
744,3.9382062268016624
745,3.817079179962617
746,3.817079179962617
747,3.817079179962617
748,4.027452130170718
749,4.0189771199650135
750,4.13255923460514
751,4.13255923460514
752,3.9382062268016624
753,4.027452130170718
754,4.2918275426678445
755,3.750670920360028
756,3.817079179962617
757,4.0189771199650135
758,4.13255923460514
759,4.027452130170718
760,3.750670920360028
761,4.2918275426678445
762,3.5781627582473035
763,3.84821594671488
764,3.84821594671488
765,4.305292435691078
766,4.100204650967117
767,3.750670920360028
768,4.13255923460514
769,4.100204650967117
770,3.750670920360028
771,4.100204650967117
772,4.100204650967117
773,4.0189771199650135
774,3.84821594671488
775,3.9382062268016624
776,3.9382062268016624
777,4.13255923460514
778,3.750670920360028
779,4.100204650967117
780,3.750670920360028
781,3.84821594671488
782,3.9382062268016624
783,3.5781627582473035
784,4.100204650967117
785,3.84821594671488
786,3.84821594671488
787,4.027452130170718
788,4.392307834770435
789,4.0189771199650135
790,3.750670920360028
791,3.84821594671488
792,3.9382062268016624
793,4.13255923460514
794,3.5781627582473035
795,4.0189771199650135
796,4.305292435691078
797,4.2918275426678445
798,4.2918275426678445
799,4.100204650967117
800,4.13255923460514
801,3.5781627582473035
802,4.392307834770435
803,4.100204650967117
804,4.0189771199650135
805,4.100204650967117
806,4.305292435691078
807,4.100204650967117
808,3.817079179962617
809,4.13255923460514
810,3.84821594671488
811,4.2918275426678445
812,4.305292435691078
813,3.84821594671488
814,3.750670920360028
815,3.9382062268016624
816,4.0189771199650135
817,4.100204650967117
818,3.9382062268016624
819,4.392307834770435
820,3.9382062268016624
821,3.750670920360028
822,4.2918275426678445
823,3.84821594671488
824,4.100204650967117
825,3.9382062268016624
826,4.2918275426678445
827,4.13255923460514
828,4.2918275426678445
829,3.84821594671488
830,3.817079179962617
831,3.750670920360028
832,4.2918275426678445
833,3.5781627582473035
834,4.0189771199650135
835,4.027452130170718
836,3.750670920360028
837,3.84821594671488
838,4.392307834770435
839,4.392307834770435
840,4.0189771199650135
841,3.9382062268016624
842,4.13255923460514
843,4.2918275426678445
844,4.100204650967117
845,3.817079179962617
846,3.5781627582473035
847,3.817079179962617
848,4.392307834770435
849,4.2918275426678445
850,4.100204650967117
851,4.13255923460514
852,4.0189771199650135
853,4.0189771199650135
854,4.13255923460514
855,4.0189771199650135
856,3.5781627582473035
857,3.817079179962617
858,3.817079179962617
859,3.84821594671488
860,3.817079179962617
861,4.100204650967117
862,3.9382062268016624
863,4.13255923460514
864,3.84821594671488
865,4.13255923460514
866,3.750670920360028
867,3.817079179962617
868,4.0189771199650135
869,4.305292435691078
870,3.817079179962617
871,4.2918275426678445
872,4.100204650967117
873,3.5781627582473035
874,3.9382062268016624
875,3.9382062268016624
876,4.100204650967117
877,4.305292435691078
878,4.0189771199650135
879,4.0189771199650135
880,3.817079179962617
881,3.750670920360028
882,4.027452130170718
883,4.027452130170718
884,3.750670920360028
885,3.84821594671488
886,3.750670920360028
887,4.2918275426678445
888,4.100204650967117
889,3.817079179962617
890,4.305292435691078
891,4.100204650967117
892,4.0189771199650135
893,3.750670920360028
894,4.027452130170718
895,4.13255923460514
896,3.84821594671488
897,3.750670920360028
898,4.100204650967117
899,4.2918275426678445
900,3.5781627582473035
901,4.0189771199650135
902,3.750670920360028
903,4.392307834770435
904,3.817079179962617
905,4.305292435691078
906,4.13255923460514
907,3.5781627582473035
908,3.817079179962617
909,4.0189771199650135
910,4.392307834770435
911,4.2918275426678445
912,4.392307834770435
913,4.100204650967117
914,3.750670920360028
915,4.13255923460514
916,4.027452130170718
917,4.13255923460514
918,4.0189771199650135
919,4.100204650967117
920,4.13255923460514
921,4.027452130170718
922,4.0189771199650135
923,3.5781627582473035
924,3.817079179962617
925,3.9382062268016624
926,4.100204650967117
927,3.817079179962617
928,3.9382062268016624
929,4.305292435691078
930,3.817079179962617
931,4.027452130170718
932,4.0189771199650135
933,3.750670920360028
934,4.13255923460514
935,4.027452130170718
936,3.84821594671488
937,4.100204650967117
938,4.305292435691078
939,3.5781627582473035
940,4.027452130170718
941,3.5781627582473035
942,4.13255923460514
943,3.817079179962617
944,4.100204650967117
945,4.0189771199650135
946,3.750670920360028
947,3.817079179962617
948,4.305292435691078
949,3.817079179962617
950,4.100204650967117
951,4.2918275426678445
952,4.13255923460514
953,4.027452130170718
954,3.817079179962617
955,4.13255923460514
956,4.2918275426678445
957,4.100204650967117
958,4.100204650967117
959,3.9382062268016624
960,3.817079179962617
961,3.9382062268016624
962,4.13255923460514
963,4.100204650967117
964,4.100204650967117
965,4.100204650967117
966,4.0189771199650135
967,4.305292435691078
968,4.392307834770435
969,3.817079179962617
970,4.392307834770435
971,4.100204650967117
972,3.750670920360028
973,4.392307834770435
974,3.5781627582473035
975,3.817079179962617
976,4.0189771199650135
977,3.817079179962617
978,4.2918275426678445
979,3.817079179962617
980,4.100204650967117
981,3.817079179962617
982,4.305292435691078
983,3.817079179962617
984,3.9382062268016624
985,3.750670920360028
986,4.0189771199650135
987,4.027452130170718
988,4.027452130170718
989,4.027452130170718
990,4.027452130170718
991,3.817079179962617
992,3.750670920360028
993,3.5781627582473035
994,4.305292435691078
995,3.9382062268016624
996,3.9382062268016624
997,3.817079179962617
998,4.0189771199650135
999,3.817079179962617
1000,4.2918275426678445
1001,4.100204650967117
1002,3.750670920360028
1003,3.5781627582473035
1004,4.392307834770435
1005,4.100204650967117
1006,3.84821594671488
1007,4.0189771199650135
1008,3.817079179962617
1009,3.5781627582473035
1010,4.2918275426678445
1011,3.817079179962617
1012,3.750670920360028
1013,4.027452130170718
1014,3.9382062268016624
1015,4.100204650967117
1016,3.750670920360028
1017,3.817079179962617
1018,4.2918275426678445
1019,3.817079179962617
1020,4.13255923460514
1021,4.392307834770435
1022,4.13255923460514
1023,4.2918275426678445
1024,4.2918275426678445
1025,3.84821594671488
1026,3.84821594671488
1027,4.100204650967117
1028,3.9382062268016624
1029,3.84821594671488
1030,3.750670920360028
1031,4.0189771199650135
1032,3.5781627582473035
1033,3.750670920360028
1034,3.84821594671488
1035,3.817079179962617
1036,3.817079179962617
1037,4.305292435691078
1038,4.0189771199650135
1039,3.817079179962617
1040,3.84821594671488
1041,3.750670920360028
1042,3.750670920360028
1043,4.100204650967117
1044,3.817079179962617
1045,4.027452130170718
1046,4.392307834770435
1047,4.100204650967117
1048,4.100204650967117
1049,4.0189771199650135
1050,3.817079179962617
1051,3.5781627582473035
1052,3.817079179962617
1053,3.84821594671488
1054,4.13255923460514
1055,4.2918275426678445
1056,4.392307834770435
1057,3.9382062268016624
1058,4.13255923460514
1059,4.100204650967117
1060,3.9382062268016624
1061,4.027452130170718
1062,4.392307834770435
1063,3.5781627582473035
1064,4.305292435691078
1065,3.817079179962617
1066,4.392307834770435
1067,4.027452130170718
1068,4.392307834770435
1069,3.9382062268016624
1070,4.100204650967117
1071,4.2918275426678445
1072,4.027452130170718
1073,4.100204650967117
1074,3.9382062268016624
1075,4.2918275426678445
1076,4.392307834770435
1077,3.5781627582473035
1078,4.13255923460514
1079,4.392307834770435
1080,3.84821594671488
1081,3.84821594671488
1082,3.9382062268016624
1083,4.100204650967117
1084,3.817079179962617
1085,4.2918275426678445
1086,3.84821594671488
1087,3.817079179962617
1088,4.2918275426678445
1089,3.5781627582473035
1090,4.100204650967117
1091,4.027452130170718
1092,4.13255923460514
1093,3.5781627582473035
1094,3.9382062268016624
1095,3.84821594671488
1096,4.0189771199650135
1097,4.305292435691078
1098,4.100204650967117
1099,4.13255923460514
1100,4.100204650967117
1101,4.13255923460514
1102,3.9382062268016624
1103,4.0189771199650135
1104,4.305292435691078
1105,3.750670920360028
1106,4.0189771199650135
1107,4.13255923460514
1108,4.13255923460514
1109,4.13255923460514
1110,4.13255923460514
1111,4.2918275426678445
1112,3.817079179962617
1113,3.817079179962617
1114,4.305292435691078
1115,3.84821594671488
1116,4.13255923460514
1117,4.100204650967117
1118,3.750670920360028
1119,3.5781627582473035
1120,3.84821594671488
1121,4.100204650967117
1122,4.100204650967117
1123,3.5781627582473035
1124,4.305292435691078
1125,3.5781627582473035
1126,3.84821594671488
1127,3.84821594671488
1128,4.13255923460514
1129,4.2918275426678445
1130,3.817079179962617
1131,4.100204650967117
1132,3.9382062268016624
1133,3.817079179962617
1134,4.100204650967117
1135,4.100204650967117
1136,3.750670920360028
1137,3.817079179962617
1138,4.2918275426678445
1139,3.817079179962617
1140,3.84821594671488
1141,3.750670920360028
1142,4.2918275426678445
1143,4.392307834770435
1144,3.9382062268016624
1145,3.5781627582473035
1146,3.84821594671488
1147,4.100204650967117
1148,4.13255923460514
1149,4.13255923460514
1150,4.392307834770435
1151,4.0189771199650135
1152,4.2918275426678445
1153,4.13255923460514
1154,3.5781627582473035
1155,3.5781627582473035
1156,4.0189771199650135
1157,4.392307834770435
1158,3.9382062268016624
1159,4.0189771199650135
1160,4.2918275426678445
1161,4.0189771199650135
1162,4.305292435691078
1163,3.9382062268016624
1164,4.0189771199650135
1165,3.750670920360028
1166,3.817079179962617
1167,4.2918275426678445
1168,3.84821594671488
1169,3.817079179962617
1170,4.2918275426678445
1171,3.5781627582473035
1172,3.817079179962617
1173,4.2918275426678445
1174,4.13255923460514
1175,3.817079179962617
1176,3.5781627582473035
1177,3.84821594671488
1178,4.305292435691078
1179,3.5781627582473035
1180,3.9382062268016624
1181,4.0189771199650135
1182,4.392307834770435
1183,3.5781627582473035
1184,3.5781627582473035
1185,3.5781627582473035
1186,3.84821594671488
1187,3.817079179962617
1188,3.817079179962617
1189,4.13255923460514
1190,3.9382062268016624
1191,3.750670920360028
1192,3.9382062268016624
1193,3.817079179962617
1194,4.13255923460514
1195,4.100204650967117
1196,3.84821594671488
1197,3.84821594671488
1198,4.2918275426678445
1199,3.5781627582473035
1200,4.0189771199650135
1201,4.2918275426678445
1202,4.13255923460514
1203,3.750670920360028
1204,3.84821594671488
1205,3.84821594671488
1206,3.817079179962617
1207,4.13255923460514
1208,3.84821594671488
1209,4.0189771199650135
1210,3.9382062268016624
1211,4.13255923460514
1212,3.817079179962617
1213,3.84821594671488
1214,4.13255923460514
1215,3.817079179962617
1216,4.027452130170718
1217,4.100204650967117
1218,4.0189771199650135
1219,3.817079179962617
1220,4.100204650967117
1221,3.9382062268016624
1222,4.0189771199650135
1223,4.13255923460514
1224,3.817079179962617
1225,3.5781627582473035
1226,3.5781627582473035
1227,4.027452130170718
1228,3.817079179962617
1229,4.027452130170718
1230,3.84821594671488
1231,4.100204650967117
1232,4.027452130170718
1233,4.2918275426678445
1234,3.817079179962617
1235,4.100204650967117
1236,4.392307834770435
1237,3.817079179962617
1238,3.750670920360028
1239,3.817079179962617
1240,3.84821594671488
1241,4.0189771199650135
1242,4.100204650967117
1243,4.027452130170718
1244,4.2918275426678445
1245,4.0189771199650135
1246,4.13255923460514
1247,3.84821594671488
1248,4.027452130170718
1249,4.13255923460514
1250,4.305292435691078
1251,4.0189771199650135
1252,4.13255923460514
1253,3.9382062268016624
1254,3.5781627582473035
1255,4.13255923460514
1256,4.2918275426678445
1257,3.750670920360028
1258,4.13255923460514
1259,4.0189771199650135
1260,4.13255923460514
1261,3.84821594671488
1262,4.2918275426678445
1263,3.750670920360028
1264,3.750670920360028
1265,4.100204650967117
1266,3.84821594671488
1267,3.750670920360028
1268,4.100204650967117
1269,4.13255923460514
1270,4.100204650967117
1271,3.750670920360028
1272,4.2918275426678445
1273,3.817079179962617
1274,4.13255923460514
1275,4.027452130170718
1276,3.9382062268016624
1277,4.13255923460514
1278,3.84821594671488
1279,3.5781627582473035
1280,4.100204650967117
1281,4.305292435691078
1282,3.817079179962617
1283,3.817079179962617
1284,4.13255923460514
1285,4.027452130170718
1286,4.027452130170718
1287,4.392307834770435
1288,4.100204650967117
1289,4.0189771199650135
1290,3.84821594671488
1291,3.9382062268016624
1292,3.84821594671488
1293,4.305292435691078
1294,4.305292435691078
1295,3.750670920360028
1296,4.392307834770435
1297,4.305292435691078
1298,4.305292435691078
1299,4.392307834770435
1300,4.305292435691078
1301,3.9382062268016624
1302,4.305292435691078
1303,4.13255923460514
1304,3.84821594671488
1305,3.9382062268016624
1306,4.027452130170718
1307,3.84821594671488
1308,4.305292435691078
1309,3.84821594671488
1310,4.0189771199650135
1311,4.027452130170718
1312,4.392307834770435
1313,3.817079179962617
1314,4.2918275426678445
1315,4.13255923460514
1316,3.9382062268016624
1317,3.817079179962617
1318,3.817079179962617
1319,3.9382062268016624
1320,3.817079179962617
1321,4.0189771199650135
1322,3.817079179962617
1323,3.817079179962617
1324,3.84821594671488
1325,4.100204650967117
